ID,Title,Pay,OT Pay,Other Pay,Benefits,Compensation,Employment
116098,Sheriff's Sergeant,111688.5,7551.92,13235.68,39084.69,171560.79,FT
116099,Switch Repairer,66190,67227.83,8043.68,30093.38,171554.89,FT
116100,EMT/Paramedic/Firefighter,111276.75,7148.37,14050.15,39077.64,171552.91,FT
116101,Senior Deputy Sheriff,104293.36,8084.39,18551.15,40619.96,171548.86,FT
116102,Firefighter,112703.72,5876.2,11094.9,41873.91,171548.73,FT
116103,Registered Nurse,114501.37,11806.54,8540.74,36693.74,171542.39,PT
116104,Registered Nurse,119535.9,10956.3,7550.16,33492.42,171534.78,PT
116105,Police Officer 3,118898.19,5737.5,7555.81,39335.71,171527.21,FT
116106,Sheriff's Sergeant,113866.02,0,19211.59,38441.4,171519.01,FT
116107,Physician Specialist,130005.75,0,3600,37900.04,171505.79,PT
116108,Police Officer 3,118898.16,7781.25,5993.1,38833.11,171505.62,FT
116109,Deputy Sheriff,93544.78,28065.06,13037.31,36853.95,171501.1,FT
116110,Police Officer 2,116584,11378.2,5157,38360.1,171479.3,FT
116111,Communications Systems Tech,109124,25178.06,0,37171.51,171473.57,FT
116112,Public Health Nurse,125026.51,0,1776.35,44657.92,171460.78,FT
116113,Police Officer 3,118177.33,8442.19,6228.76,38603.08,171451.36,FT
116114,Electronic Maintenance Tech,99310,34528.6,1642.72,35944.69,171426.01,FT
116115,Physician Specialist,130270.86,0,0,41154.61,171425.47,PT
116116,Maintenance Controller,94611.03,26428.55,13648.88,36733.17,171421.63,FT
116117,IS Engineer-Senior,128763.05,0,0,42653.73,171416.78,FT
116118,Registered Nurse,131895.61,3016.69,1573.03,34910.93,171396.26,FT
116119,Police Officer 3,118898.15,8015.28,5642.99,38833.11,171389.53,FT
116120,Utility Plumber Supervisor 1,109666.06,12432.9,10836.52,38448.79,171384.27,FT
116121,Police Officer 3,118898.16,9269.28,4355.72,38839.65,171362.81,FT
116122,Utility Specialist,122868.03,0,6020.92,42465.19,171354.14,FT
116123,Electronic Maintenance Tech,104451,29368.51,680,36838.35,171337.86,FT
116124,Electr Maint Tech Asst Sprv,112928.04,19977.6,150,38276.74,171332.38,FT
116125,Police Officer 2,112135.63,12360.08,8072.16,38761.69,171329.56,FT
116126,Automotive Mechanic Asst Sprv,94611.01,24034.89,14881.18,37798.51,171325.59,FT
116127,Police Officer,111624.78,19520.91,2924.04,37251.51,171321.24,FT
116128,Eng/Arch/Landscape Arch Sr,128672.51,0,0,42646.35,171318.86,FT
116129,Registered Nurse,125260,1457.4,419.53,44173.23,171310.16,FT
116130,Attorney (Civil/Criminal),127355.84,0,1312.5,42636.02,171304.36,FT
116131,Police Officer 3,118898.15,4415.8,9150.61,38839.66,171304.22,FT
116132,Manager III,122574.29,0,0,48723.65,171297.94,FT
116133,Registered Nurse,125704.6,0,2533.29,43057.31,171295.2,FT
116134,Police Officer 2,116584,8158.81,8186.66,38354.29,171283.76,FT
116135,Police Officer,112164,20226.99,1450.14,37440.9,171282.03,FT
116136,Police Officer 3,118898.21,8111.73,5437.55,38826.56,171274.05,FT
116137,Registered Nurse,119533.3,1307.48,10199.89,40229.11,171269.78,PT
116138,Firefighter,110135.57,4014.2,15437.21,41651.73,171238.71,FT
116139,Firefighter,111640.48,1508.92,15805.08,42278.43,171232.91,FT
116140,Registered Nurse,123650.3,1053.23,2574.88,43939.26,171217.67,FT
116141,Automotive Mechanic Asst Sprv,94611,24643.56,14287.07,37664.98,171206.61,FT
116142,Registered Nurse,117039.21,9888.55,10947.66,33310.61,171186.03,PT
116143,Police Officer 3,118186.14,7886.7,6243.16,38860.27,171176.27,FT
116144,Registered Nurse,112446.62,2663.99,14743.14,41322.11,171175.86,PT
116145,Firefighter,109973.43,10755.32,9678.79,40765.46,171173,FT
116146,Airport Electrician,103974,28028.41,2118,37049.01,171169.42,FT
116147,Police Officer 2,121598.11,7590.44,2571.75,39406.13,171166.43,FT
116148,Police Officer 3,117741.09,8898.41,5754.48,38768.15,171162.13,FT
116149,Police Officer 3,117754.93,11284.27,3670.14,38446.21,171155.55,FT
116150,Electronic Maintenance Tech,104451,29943.6,50,36701.18,171145.78,FT
116151,Police Officer 3,117296.04,9403.66,5765.31,38679.66,171144.67,FT
116152,Sheriff's Sergeant,113866.01,6219.88,10745.82,40304.36,171136.07,FT
116153,Registered Nurse,108232.68,3093.02,17605.97,42200.82,171132.49,PT
116154,Utility Plumber Supervisor 1,109666.01,16730.33,6116.69,38610.76,171123.79,FT
116155,"Director, Probation Services",124344.96,0,0,46776.17,171121.13,FT
116156,Trans and Dist Line Worker,103974,13956.67,14708.18,38479.4,171118.25,FT
116157,Firefighter,96675.7,32814.36,2228.99,39394.85,171113.9,FT
116158,Police Officer 3,118898.03,12550.75,823.66,38831.74,171104.18,FT
116159,Registered Nurse,110331.87,1482.29,17519.45,41763.81,171097.42,PT
116160,Police Officer 3,118898.16,8761.96,4587.25,38839.64,171087.01,FT
116161,Assoc Engineer,113209.03,4560.15,15256.05,38043.79,171069.02,FT
116162,Utility Plumber,97557,31832.43,6485.56,35185.77,171060.76,FT
116163,Manager II,121882.15,0,0,49170.08,171052.23,FT
116164,"Manager III, MTA",121873.7,0,0,49168.22,171041.92,FT
116165,Police Officer 3,118898.01,90.88,11721.89,40329.39,171040.17,FT
116166,Senior Plumbing Inspector,120350.03,2738.06,6897.55,41042.94,171028.58,FT
116167,Police Officer 3,118898.07,11527.19,1755.22,38846.17,171026.65,FT
116168,Police Officer 2,116584,9780.78,6305.85,38343.93,171014.56,FT
116169,Police Officer 3,109252.45,17635.12,5497.04,38628.29,171012.9,FT
116170,Police Officer 3,118898.2,12416.78,855.61,38839.67,171010.26,FT
116171,Police Officer 2,117013.29,7554.48,8070.04,38347.41,170985.22,FT
116172,Police Officer,112164,13986.83,7393.8,37434.7,170979.33,FT
116173,Police Officer,112164.01,9280.19,12105.81,37422.33,170972.34,FT
116174,IS Engineer-Senior,128386.4,0,0,42571.55,170957.95,FT
116175,Police Officer 3,118364.1,7641.95,5958.02,38993.35,170957.42,FT
116176,Sheriff's Sergeant,113866.08,2327.1,13985.64,40776.28,170955.1,FT
116177,Engineer,129567.61,0,0,41386.01,170953.62,FT
116178,Automotive Mechanic Asst Sprv,94521.17,23935.68,15078.03,37415.79,170950.67,FT
116179,Electronic Maintenance Tech,104451,28668.66,930,36894.35,170944.01,FT
116180,Police Officer,108463.22,18206.88,6270.35,38003.02,170943.47,FT
116181,IS Project Director,128424.28,0,0,42514.3,170938.58,FT
116182,Protective Services Supervisor,106408.06,17673.83,9119.46,37730.23,170931.58,FT
116183,Police Officer,112056.18,15085.55,6369.99,37398.09,170909.81,FT
116184,Electrical Inspector,109163.01,20579.98,2183.24,38965.22,170891.45,FT
116185,Sewer Repair Supervisor,102696,24993.65,6880.31,36306.92,170876.88,FT
116186,Police Officer 3,118008.02,12571.89,1504.53,38791.55,170875.99,FT
116187,Public SafetyComm Disp,88845.94,45223.91,2891.77,33908.47,170870.09,FT
116188,Police Officer 2,116584.03,6626.19,9264.19,38350.39,170824.8,FT
116189,Police Officer,112164.01,18394.18,2823.55,37434.71,170816.45,FT
116190,Deputy Sheriff,94144.53,23394.71,15214.5,38049.09,170802.83,FT
116191,Deputy Sheriff,94191,30462.18,10344.85,35797.93,170795.96,FT
116192,Deputy Sheriff,94191.01,25038.25,14079.36,37477.66,170786.28,FT
116193,Sr Power Generation Tech,107713.5,23733.84,2267.38,37063.45,170778.17,FT
116194,IS Engineer-Senior,124464,833.46,4985.26,40471.07,170753.79,FT
116195,Police Officer,110546.25,19442.54,3860.23,36899.83,170748.85,FT
116196,Transit Supervisor,90033.45,42673.18,3462.74,34569.81,170739.18,FT
116197,Police Officer 3,117741.09,9565.45,4827.11,38597.98,170731.63,FT
116198,Engineer,129399.47,0,0,41330.14,170729.61,FT
116199,Senior Deputy Sheriff,104411.01,13127.18,14589.85,38579.26,170707.3,FT
116200,Manager II,122025.18,0,0,48644.66,170669.84,FT
116201,Firefighter,108638.6,2923.9,17432.81,41671.67,170666.98,FT
116202,"Electrl Trnst Mech, Asst Sprv",83870,42730.37,9728.97,34332.62,170661.96,FT
116203,Police Officer 3,118008.12,7137.84,6474.23,39011.34,170631.53,FT
116204,Police Officer 3,118898.03,5698.26,6660.52,39337.05,170593.86,FT
116205,Police Officer 3,118898.01,3208.25,9401.39,39083.73,170591.38,FT
116206,Registered Nurse,127276.82,854.85,250,42204.2,170585.87,PT
116207,Police Officer 3,118898.14,7170.31,5673.36,38826.54,170568.35,FT
116208,Police Officer 3,118898.01,12005.92,827.27,38831.72,170562.92,FT
116209,Police Officer 2,116584,4590.85,11006.45,38350.38,170531.68,FT
116210,Engineer,113612.24,0,17469.29,39443.05,170524.58,FT
116211,Police Officer 3,118898.09,6779.12,6002.02,38839.61,170518.84,FT
116212,Police Officer 2,116584.01,12278.45,3305.42,38350.38,170518.26,FT
116213,"Electrl Trnst Mech, Asst Sprv",94730,7568.66,31760.92,36456.88,170516.46,FT
116214,Automotive Mechanic Sprv 1,104307,28814.43,600,36793.55,170514.98,FT
116215,Police Officer 2,116673.03,11055.61,4393.35,38374.9,170496.89,FT
116216,Firefighter,111640.51,1743.71,14752.47,42353.28,170489.97,FT
116217,Electronic Maintenance Tech,114939.01,16565.15,0,38983.68,170487.84,FT
116218,Engineer,129206.66,0,0,41260.73,170467.39,FT
116219,IS Engineer-Senior,128763.01,0,0,41699.97,170462.98,FT
116220,Sr Power Generation Tech,105669.37,23498.4,4281.94,37007.96,170457.67,FT
116221,Police Officer 3,118898.13,4121.07,8609.17,38826.5,170454.87,FT
116222,Registered Nurse,110247.22,5461.15,12727.25,42001.43,170437.05,PT
116223,"Manager V, MTA",121610.28,0,0,48815.39,170425.67,FT
116224,Police Officer 3,118898.12,11443.26,1230.7,38839.66,170411.74,FT
116225,Registered Nurse,117715.15,7217.59,8557.25,36892.13,170382.12,PT
116226,Senior Const Inspector,108337,25039.11,0,37003.08,170379.19,FT
116227,Automotive Mechanic Asst Sprv,94611,26041.94,13112.11,36612.55,170377.6,FT
116228,Manager VI,75366.01,0,68898.9,26110.86,170375.77,PT
116229,Manager II,121773.32,0,0,48592.23,170365.55,FT
116230,Registered Nurse,118845.51,7280.66,7845.14,36388.59,170359.9,PT
116231,Attorney (Civil/Criminal),126643.01,0,1250,42460.05,170353.06,FT
116232,Registered Nurse,136756.92,0,250,33324.96,170331.88,FT
116233,Police Officer 3,118898.15,3787.03,8816.58,38826.54,170328.3,FT
116234,Public SafetyComm Disp,88313.24,40979.14,6530.53,34497.75,170320.66,FT
116235,Pub Safety Communication Coord,101483.22,16400.13,13755.49,38679.85,170318.69,FT
116236,EMT/Paramedic/Firefighter,107487.47,26320.35,866.8,35635.3,170309.92,FT
116237,Physician Specialist,127908.02,0,5225,37176.18,170309.2,PT
116238,Police Officer 2,116584,9243.03,6127.13,38350.37,170304.53,FT
116239,Special Nurse,135967.65,11778.63,22558,0,170304.28,PT
116240,IS Business Analyst-Principal,127619.01,271.13,0,42411.97,170302.11,FT
116241,Registered Nurse,115470.96,7634.57,7613.42,39582.73,170301.68,PT
116242,Physician Specialist,130960.6,0,0,39337.58,170298.18,PT
116243,Registered Nurse,108582.52,6180.28,14742.98,40777.04,170282.82,PT
116244,Traffic Signal Electrician,102679.05,29404.95,1839.14,36358.08,170281.22,FT
116245,Engineer,129055.3,0,0,41220.23,170275.53,FT
116246,Manager II,121468.29,0,0,48800.69,170268.98,FT
116247,Sheriff's Sergeant,113866.06,3048.49,13475.26,39874.07,170263.88,FT
116248,Traffic Signal Electrician,102679.03,26561.3,3297.59,37715.28,170253.2,FT
116249,Police Officer 3,118898.14,7915.26,4590.84,38839.63,170243.87,FT
116250,Registered Nurse,111593.71,7628.62,12980.29,38032.07,170234.69,PT
116251,Sheriff's Sergeant,113866.03,3620.72,11639.15,41082.43,170208.33,FT
116252,"Sr. Stationary Eng, Sew Plant",102069.86,21228.96,8827.22,38077.63,170203.67,FT
116253,Electrical Inspector,109163.02,20292.85,1852.44,38890.16,170198.47,FT
116254,Senior Stationary Engineer,88746.24,41817.67,5275.27,34358.02,170197.2,FT
116255,Registered Nurse,117619.33,11018.44,9118.08,32439.46,170195.31,PT
116256,Electrical Transit System Mech,81830,45876.51,8813.8,33672.41,170192.72,FT
116257,Police Officer 3,118898.11,6455.8,6000.26,38833.06,170187.23,FT
116258,Attorney (Civil/Criminal),127487.01,0,1312.5,41378.66,170178.17,FT
116259,Police Officer 3,118898.15,11082.42,1348.65,38839.64,170168.86,FT
116260,Firefighter,111640.46,558.2,15658.43,42297.84,170154.93,FT
116261,Registered Nurse,108085.66,3788.77,16342.27,41926.83,170143.53,PT
116262,Registered Nurse,108168.28,4938.06,15474.97,41560.79,170142.1,PT
116263,IS Engineer-Senior,128763.07,0,0,41366.1,170129.17,FT
116264,IS Engineer-Senior,128763.07,0,0,41366.1,170129.17,FT
116265,IS Engineer-Senior,128763.06,0,0,41366.1,170129.16,FT
116266,IS Engineer-Senior,128763.06,0,0,41366.1,170129.16,FT
116267,IS Engineer-Senior,128763.05,0,0,41366.11,170129.16,FT
116268,IS Engineer-Senior,128763.05,0,0,41366.1,170129.15,FT
116269,IS Engineer-Senior,128763.04,0,0,41366.1,170129.14,FT
116270,IS Engineer-Senior,128763.04,0,0,41366.1,170129.14,FT
116271,IS Engineer-Senior,128763.03,0,0,41366.1,170129.13,FT
116272,IS Engineer-Senior,128763.03,0,0,41366.1,170129.13,FT
116273,IS Engineer-Senior,128763.02,0,0,41366.1,170129.12,FT
116274,IS Engineer-Senior,128763.02,0,0,41366.1,170129.12,FT
116275,IS Engineer-Senior,128763.01,0,0,41366.11,170129.12,FT
116276,IS Engineer-Senior,128763.02,0,0,41366.1,170129.12,FT
116277,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116278,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116279,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116280,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116281,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116282,IS Engineer-Senior,128763.01,0,0,41366.1,170129.11,FT
116283,IS Engineer-Senior,128763,0,0,41366.1,170129.1,FT
116284,IS Engineer-Senior,128763.01,0,0,41366.09,170129.1,FT
116285,IS Engineer-Senior,128761.19,0,0,41365.52,170126.71,FT
116286,IS Engineer-Senior,128763.13,0,0,41362.65,170125.78,FT
116287,Registered Nurse,125849,6583.2,1595.47,36074.04,170101.71,FT
116288,Police Officer 3,102351.39,22543.65,7504.72,37670.49,170070.25,FT
116289,Train Controller,95869.56,31505.78,6468.68,36216.97,170060.99,FT
116290,Diagnostic Imaging Tech II,110519.48,4084.61,15183.83,40271.85,170059.77,FT
116291,Manager II,120510.8,0,0,49534.5,170045.3,FT
116292,Criminalist III,127695.35,0,910,41438.65,170044,PT
116293,Firefighter,112703.71,4367.28,11094.91,41873.92,170039.82,FT
116294,Engineer,128671.07,0,0,41359.31,170030.38,FT
116295,Engineer,128875.62,0,0,41147.38,170023,FT
116296,Police Officer 3,118898.09,7157.83,5108.86,38833.06,169997.84,FT
116297,Police Officer 3,117296.04,8546.35,5472.16,38679.66,169994.21,FT
116298,Registered Nurse,117967.02,7802.45,5203.95,39019.23,169992.65,PT
116299,Manager III,120001.26,0,0,49976.33,169977.59,FT
116300,Registered Nurse,127104.42,0,250,42621.22,169975.64,FT
116301,Police Officer 3,118898.05,8227.78,4017.64,38831.75,169975.22,FT
116302,Firefighter,112703.72,0,14667.38,42600.62,169971.72,FT
116303,Police Officer 3,118898.08,6868.64,4640.31,39557.86,169964.89,FT
116304,Manager III,120424.98,0,0,49532.58,169957.56,FT
116305,Registered Nurse,114011.63,8642.43,7119,40183.02,169956.08,PT
116306,IS Engineer-Senior,128629.47,0,0,41322.4,169951.87,FT
116307,Sergeant 3,124655.72,4149.28,1080.14,40062.96,169948.1,FT
116308,Senior Occupational Therapist,128529.54,0,100,41316.13,169945.67,FT
116309,Police Officer 2,116555.99,10314.97,4732.71,38341.31,169944.98,FT
116310,Firefighter,106910.86,5231.12,16754.48,41045.61,169942.07,FT
116311,Registered Nurse,127506.32,0,250,42180.17,169936.49,PT
116312,Registered Nurse,120147.19,477.05,7688.31,41619.15,169931.7,PT
116313,Diagnostic Imaging Tech IV,113566.58,6618.71,10067.18,39672.4,169924.87,FT
116314,Registered Nurse,104672.96,7210.95,17578.45,40452.37,169914.73,PT
116315,Sergeant 2,121821.65,4130.71,4548.89,39407.21,169908.46,FT
116316,Police Officer,111624.76,14697.13,6328.91,37245.29,169896.09,FT
116317,Nurse Manager,96859.2,0,45618.19,27417.7,169895.09,PT
116318,Police Officer 3,118898.18,6564.77,5588.35,38833.09,169884.39,FT
116319,Utility Specialist,125618.49,0,1882.32,42378.22,169879.03,FT
116320,Registered Nurse,117177.45,1449.32,9840.6,41398.37,169865.74,PT
116321,Police Officer,111732.6,19436.63,1406.37,37289.37,169864.97,FT
116322,Project Manager 1,127491.06,0,0,42369.32,169860.38,FT
116323,Police Officer,111948.38,17722.82,2823.83,37362.16,169857.19,FT
116324,Police Officer 3,118898.23,5716.24,6395,38844.94,169854.41,FT
116325,Manager I,119917.7,0,0,49935.73,169853.43,FT
116326,Senior Deputy Sheriff,104411,10783.97,15509.72,39133.21,169837.9,FT
116327,Police Officer,107524.65,18186.05,6394.86,37731.68,169837.24,FT
116328,Deputy Sheriff,87745.7,34704.61,11148.06,36233.11,169831.48,FT
116329,Registered Nurse,120113.52,1307.13,5550.22,42850.38,169821.25,FT
116330,Police Officer 3,118898.17,12257.82,1312.93,37328.37,169797.29,FT
116331,Deputy Sheriff,93101.81,32572.46,8004.53,36115.93,169794.73,FT
116332,Police Officer 3,118631.13,6983.33,5189.67,38987.46,169791.59,FT
116333,Public SafetyComm Disp,88169.88,45642.92,2417.71,33552.88,169783.39,FT
116334,Nurse Practitioner,134609.47,0,2127.95,33044.93,169782.35,PT
116335,Registered Nurse,113995.45,9465.04,6849.22,39471.73,169781.44,PT
116336,Engineer,128455.03,0,0,41314.34,169769.37,FT
116337,Transit Operator,68974.25,55307,7583.38,37900,169764.63,FT
116338,Police Officer 3,118398.02,1828.5,9353.94,40154.37,169734.83,FT
116339,Police Officer,112164.07,16940.91,3190.89,37432.29,169728.16,FT
116340,Electronic Maintenance Tech,104847.61,27672.9,290,36886.9,169697.41,FT
116341,Transit Supervisor,90315.6,37133.58,6957.39,35290.29,169696.86,FT
116342,IS Engineer-Journey,116200,0,14808.2,38682.81,169691.01,FT
116343,Police Officer 3,118440.9,11614.73,933.22,38700.61,169689.46,FT
116344,Registered Nurse,119906.9,0,10574.27,39207.52,169688.69,FT
116345,Maintenance Controller,94032.64,26763.84,11934.42,36957.73,169688.63,FT
116346,Registered Nurse,113563.58,4993.92,10417.46,40709.22,169684.18,PT
116347,Electronic Maintenance Tech,112547.81,17052.11,11476.53,28605.6,169682.05,FT
116348,Registered Nurse,124938.03,541.12,975.59,43220.24,169674.98,FT
116349,Automotive Mechanic Sprv 1,104307.03,23964.89,4601,36793.56,169666.48,FT
116350,Senior Water Service Inspector,113998.04,7114.75,20739.44,27791.56,169643.79,FT
116351,Manager I,120705.11,0,0,48918.95,169624.06,FT
116352,Police Officer 2,116584,10326.46,3811.92,38893.53,169615.91,FT
116353,"Station Agent, Muni Railway",79896.3,50671.01,6347.75,32687.34,169602.4,FT
116354,Sheriff's Sergeant,113866.02,783.45,14826.85,40124.87,169601.19,FT
116355,Plumber Supervisor 1,109666.03,888.98,20646.32,38399.3,169600.63,FT
116356,Engineer,128556.53,0,0,41043.52,169600.05,FT
116357,Firefighter,107632.63,0,17521.53,44442.73,169596.89,FT
116358,Manager I,120574.73,0,0,49005.05,169579.78,FT
116359,Transit Supervisor,87186.98,39581.27,8349.32,34453.93,169571.5,FT
116360,Electrical Transit System Mech,81830,46782.89,7555.57,33401.43,169569.89,FT
116361,Police Officer 3,118898.09,8147.46,3683.23,38840.89,169569.67,FT
116362,Firefighter,111640.47,4943.19,11509.65,41472.11,169565.42,FT
116363,Registered Nurse,105217.8,11167.5,16736.59,36440.96,169562.85,PT
116364,Attorney (Civil/Criminal),125993.41,0,1250,42318.31,169561.72,FT
116365,Police Officer 3,118898.12,10037.38,1740.85,38839.62,169515.97,FT
116366,Deputy Sheriff,94191.04,27693.62,11413.63,36200.2,169498.49,FT
116367,Police Officer 3,118008.11,9053.82,3620.95,38811,169493.88,FT
116368,Electr Maint Tech Asst Sprv,112993.05,7489.05,9073.55,39937,169492.65,FT
116369,Trans Safety Specialist,110821.93,10139.56,8920.46,39579.52,169461.47,FT
116370,Electronic Maintenance Tech,112928.02,16676.92,0,39839.16,169444.1,FT
116371,Police Officer,108223.6,17439.26,5030.85,38742.15,169435.86,FT
116372,Police Officer 3,118583.75,4297.47,7389.28,39148.76,169419.26,FT
116373,Firefighter,111640.49,5547.47,10738.73,41484.95,169411.64,FT
116374,Registered Nurse,113893.39,8684.2,7184.64,39644.49,169406.72,PT
116375,Sheriff's Sergeant,113753.44,2486.62,13546.53,39608.72,169395.31,FT
116376,Police Officer 3,118898.15,10482.22,1171.8,38826.53,169378.7,FT
116377,Police Officer 3,118898.16,4962.41,6686.19,38826.54,169373.3,FT
116378,Registered Nurse,117748.73,6982.47,5524.74,39114.18,169370.12,PT
